black_method,white_method,black_score,white_score,black_read_goal,white_read_goal,seed
nLeast,nHandCustom,27,37,1,2,83
nLeast,nHandCustom,29,35,1,2,84
nLeast,nHandCustom,45,19,1,2,85
nLeast,nHandCustom,10,54,1,2,86
nLeast,nHandCustom,12,52,1,2,87
nLeast,nHandCustom,48,16,1,2,88
nLeast,nHandCustom,46,18,1,2,89
nLeast,nHandCustom,9,55,1,2,90
nLeast,nHandCustom,17,47,1,2,91
nLeast,nHandCustom,16,48,1,2,92
nLeast,nHandCustom,48,16,1,2,93
nLeast,nHandCustom,16,48,1,2,94
nLeast,nHandCustom,36,28,1,2,95
nLeast,nHandCustom,15,49,1,2,96
nLeast,nHandCustom,16,48,1,2,97
nLeast,nHandCustom,9,55,1,2,98
nLeast,nHandCustom,33,31,1,2,99
nLeast,nLeast,20,44,1,1,0
nLeast,nLeast,31,33,1,1,1
nLeast,nLeast,31,33,1,1,2
nLeast,nLeast,27,37,1,1,3
nLeast,nLeast,28,36,1,1,4
nLeast,nLeast,26,38,1,1,5
nLeast,nLeast,40,24,1,1,6
nLeast,nLeast,16,48,1,1,7
nLeast,nLeast,51,12,1,1,8
nLeast,nLeast,12,52,1,1,9
nLeast,nLeast,55,6,1,1,10
nLeast,nLeast,16,48,1,1,11
nLeast,nLeast,45,19,1,1,12
nLeast,nLeast,41,23,1,1,13
nLeast,nLeast,57,6,1,1,14
nLeast,nLeast,50,14,1,1,15
nLeast,nLeast,16,48,1,1,16
nLeast,nLeast,21,43,1,1,17
nLeast,nLeast,38,26,1,1,18
nLeast,nLeast,26,38,1,1,19
nLeast,nLeast,37,27,1,1,20
nLeast,nLeast,31,33,1,1,21
nLeast,nLeast,31,33,1,1,22
nLeast,nLeast,51,13,1,1,23
nLeast,nLeast,48,16,1,1,24
nLeast,nLeast,56,8,1,1,25
nLeast,nLeast,43,21,1,1,26
nLeast,nLeast,2,61,1,1,27
nLeast,nLeast,40,24,1,1,28
nLeast,nLeast,17,47,1,1,29
nLeast,nLeast,23,41,1,1,30
nLeast,nLeast,42,22,1,1,31
nLeast,nLeast,35,29,1,1,32
nLeast,nLeast,49,15,1,1,33
nLeast,nLeast,46,18,1,1,34
nLeast,nLeast,42,22,1,1,35
nLeast,nLeast,38,26,1,1,36
nLeast,nLeast,39,25,1,1,37
nLeast,nLeast,36,28,1,1,38
nLeast,nLeast,49,15,1,1,39
nLeast,nLeast,32,32,1,1,40
nLeast,nLeast,34,30,1,1,41
nLeast,nLeast,43,21,1,1,42
nLeast,nLeast,26,38,1,1,43
nLeast,nLeast,24,40,1,1,44
nLeast,nLeast,34,30,1,1,45
nLeast,nLeast,57,7,1,1,46
nLeast,nLeast,25,39,1,1,47
nLeast,nLeast,37,27,1,1,48
nLeast,nLeast,38,26,1,1,49
nLeast,nLeast,40,24,1,1,50
nLeast,nLeast,15,49,1,1,51
nLeast,nLeast,56,8,1,1,52
nLeast,nLeast,24,40,1,1,53
nLeast,nLeast,24,40,1,1,54
nLeast,nLeast,31,33,1,1,55
nLeast,nLeast,59,3,1,1,56
nLeast,nLeast,38,26,1,1,57
nLeast,nLeast,40,24,1,1,58
nLeast,nLeast,28,36,1,1,59
nLeast,nLeast,43,21,1,1,60
nLeast,nLeast,24,40,1,1,61
nLeast,nLeast,42,22,1,1,62
nLeast,nLeast,28,36,1,1,63
nLeast,nLeast,28,36,1,1,64
nLeast,nLeast,48,16,1,1,65
nLeast,nLeast,56,8,1,1,66
nLeast,nLeast,49,15,1,1,67
nLeast,nLeast,43,21,1,1,68
nLeast,nLeast,57,5,1,1,69
nLeast,nLeast,40,24,1,1,70
nLeast,nLeast,13,51,1,1,71
nLeast,nLeast,26,38,1,1,72
nLeast,nLeast,51,13,1,1,73
nLeast,nLeast,56,7,1,1,74
nLeast,nLeast,43,21,1,1,75
nLeast,nLeast,8,54,1,1,76
nLeast,nLeast,56,8,1,1,77
nLeast,nLeast,41,23,1,1,78
nLeast,nLeast,19,45,1,1,79
nLeast,nLeast,59,4,1,1,80
nLeast,nLeast,35,29,1,1,81
nLeast,nLeast,54,10,1,1,82
nLeast,nLeast,32,32,1,1,83
nLeast,nLeast,28,36,1,1,84
nLeast,nLeast,52,12,1,1,85
nLeast,nLeast,11,53,1,1,86
nLeast,nLeast,41,23,1,1,87
nLeast,nLeast,36,28,1,1,88
nLeast,nLeast,42,21,1,1,89
nLeast,nLeast,52,12,1,1,90
nLeast,nLeast,24,40,1,1,91
nLeast,nLeast,22,42,1,1,92
nLeast,nLeast,34,30,1,1,93
nLeast,nLeast,0,54,1,1,94
nLeast,nLeast,35,29,1,1,95
nLeast,nLeast,56,8,1,1,96
nLeast,nLeast,54,8,1,1,97
nLeast,nLeast,50,14,1,1,98
nLeast,nLeast,28,36,1,1,99
nLeast,nLeast,25,39,1,2,0
nLeast,nLeast,30,34,1,2,1
nLeast,nLeast,35,29,1,2,2
nLeast,nLeast,27,37,1,2,3
nLeast,nLeast,26,38,1,2,4
nLeast,nLeast,29,35,1,2,5
nLeast,nLeast,40,24,1,2,6
nLeast,nLeast,16,48,1,2,7
nLeast,nLeast,41,23,1,2,8
nLeast,nLeast,51,13,1,2,9
nLeast,nLeast,55,6,1,2,10
nLeast,nLeast,17,47,1,2,11
nLeast,nLeast,45,19,1,2,12
nLeast,nLeast,41,23,1,2,13
nLeast,nLeast,52,12,1,2,14
nLeast,nLeast,52,12,1,2,15
nLeast,nLeast,16,48,1,2,16
nLeast,nLeast,21,43,1,2,17
nLeast,nLeast,41,23,1,2,18
nLeast,nLeast,32,32,1,2,19
nLeast,nLeast,37,27,1,2,20
nLeast,nLeast,30,34,1,2,21
nLeast,nLeast,31,33,1,2,22
nLeast,nLeast,45,19,1,2,23
nLeast,nLeast,50,14,1,2,24
nLeast,nLeast,56,8,1,2,25
nLeast,nLeast,43,21,1,2,26
nLeast,nLeast,19,45,1,2,27
nLeast,nLeast,40,24,1,2,28
nLeast,nLeast,19,45,1,2,29
nLeast,nLeast,25,39,1,2,30
nLeast,nLeast,42,22,1,2,31
nLeast,nLeast,35,29,1,2,32
nLeast,nLeast,55,9,1,2,33
nLeast,nLeast,46,18,1,2,34
nLeast,nLeast,42,22,1,2,35
nLeast,nLeast,39,25,1,2,36
nLeast,nLeast,47,17,1,2,37
nLeast,nLeast,36,28,1,2,38
nLeast,nLeast,49,15,1,2,39
nLeast,nLeast,32,32,1,2,40
nLeast,nLeast,34,30,1,2,41
nLeast,nLeast,52,12,1,2,42
nLeast,nLeast,28,36,1,2,43
nLeast,nLeast,24,40,1,2,44
nLeast,nLeast,24,40,1,2,45
nLeast,nLeast,55,9,1,2,46
nLeast,nLeast,27,37,1,2,47
nLeast,nLeast,37,27,1,2,48
nLeast,nLeast,38,26,1,2,49
nLeast,nLeast,40,24,1,2,50
nLeast,nLeast,21,43,1,2,51
nLeast,nLeast,53,10,1,2,52
nLeast,nLeast,24,40,1,2,53
nLeast,nLeast,24,40,1,2,54
nLeast,nLeast,30,34,1,2,55
nLeast,nLeast,58,6,1,2,56
nLeast,nLeast,51,13,1,2,57
nLeast,nLeast,43,21,1,2,58
nLeast,nLeast,28,36,1,2,59
nLeast,nLeast,37,27,1,2,60
nLeast,nLeast,24,40,1,2,61
nLeast,nLeast,42,22,1,2,62
nLeast,nLeast,28,36,1,2,63
nLeast,nLeast,28,36,1,2,64
nLeast,nLeast,55,9,1,2,65
nLeast,nLeast,56,8,1,2,66
nLeast,nLeast,49,15,1,2,67
nLeast,nLeast,46,18,1,2,68
nLeast,nLeast,57,5,1,2,69
nLeast,nLeast,40,24,1,2,70
nLeast,nLeast,16,48,1,2,71
nLeast,nLeast,26,38,1,2,72
nLeast,nLeast,51,13,1,2,73
nLeast,nLeast,59,5,1,2,74
nLeast,nLeast,43,21,1,2,75
nLeast,nLeast,46,18,1,2,76
nLeast,nLeast,56,8,1,2,77
nLeast,nLeast,41,23,1,2,78
nLeast,nLeast,19,45,1,2,79
nLeast,nLeast,59,4,1,2,80
nLeast,nLeast,35,29,1,2,81
nLeast,nLeast,56,4,1,2,82
nLeast,nLeast,45,19,1,2,83
nLeast,nLeast,28,36,1,2,84
nLeast,nLeast,52,12,1,2,85
nLeast,nLeast,11,53,1,2,86
nLeast,nLeast,41,23,1,2,87
nLeast,nLeast,36,28,1,2,88
nLeast,nLeast,42,21,1,2,89
nLeast,nLeast,51,13,1,2,90
nLeast,nLeast,24,40,1,2,91
nLeast,nLeast,22,42,1,2,92
nLeast,nLeast,34,30,1,2,93
nLeast,nLeast,0,54,1,2,94
nLeast,nLeast,37,27,1,2,95
nLeast,nLeast,56,8,1,2,96
nLeast,nLeast,54,8,1,2,97
nLeast,nLeast,49,15,1,2,98
nLeast,nLeast,43,21,1,2,99
nLeast,nMost,35,29,1,1,0
nLeast,nMost,25,39,1,1,1
nLeast,nMost,20,44,1,1,2
nLeast,nMost,41,23,1,1,3
nLeast,nMost,56,1,1,1,4
nLeast,nMost,13,51,1,1,5
nLeast,nMost,19,45,1,1,6
nLeast,nMost,53,9,1,1,7
nLeast,nMost,55,4,1,1,8
nLeast,nMost,41,23,1,1,9
nLeast,nMost,11,53,1,1,10
nLeast,nMost,21,43,1,1,11
nLeast,nMost,9,55,1,1,12
nLeast,nMost,24,40,1,1,13
nLeast,nMost,2,50,1,1,14
nLeast,nMost,49,15,1,1,15
nLeast,nMost,53,9,1,1,16
nLeast,nMost,51,13,1,1,17
nLeast,nMost,20,44,1,1,18
nLeast,nMost,28,36,1,1,19
nLeast,nMost,29,35,1,1,20
nLeast,nMost,45,19,1,1,21
nLeast,nMost,29,35,1,1,22
nLeast,nMost,16,48,1,1,23
nLeast,nMost,21,43,1,1,24
nLeast,nMost,46,18,1,1,25
nLeast,nMost,14,50,1,1,26
nLeast,nMost,32,32,1,1,27
nLeast,nMost,26,38,1,1,28
nLeast,nMost,25,39,1,1,29
nLeast,nMost,15,49,1,1,30
nLeast,nMost,15,49,1,1,31
nLeast,nMost,18,46,1,1,32
nLeast,nMost,41,23,1,1,33
nLeast,nMost,29,35,1,1,34
nLeast,nMost,25,39,1,1,35
nLeast,nMost,41,23,1,1,36
nLeast,nMost,41,23,1,1,37
nLeast,nMost,47,17,1,1,38
nLeast,nMost,29,35,1,1,39
nLeast,nMost,45,19,1,1,40
nLeast,nMost,46,18,1,1,41
nLeast,nMost,18,43,1,1,42
nLeast,nMost,41,23,1,1,43
nLeast,nMost,16,48,1,1,44
nLeast,nMost,60,4,1,1,45
nLeast,nMost,27,37,1,1,46
nLeast,nMost,37,27,1,1,47
nLeast,nMost,30,34,1,1,48
nLeast,nMost,25,39,1,1,49
nLeast,nMost,48,16,1,1,50
nLeast,nMost,41,23,1,1,51
nLeast,nMost,18,46,1,1,52
nLeast,nMost,17,47,1,1,53
nLeast,nMost,46,18,1,1,54
nLeast,nMost,52,7,1,1,55
nLeast,nMost,25,39,1,1,56
nLeast,nMost,31,33,1,1,57
nLeast,nMost,49,0,1,1,58
nLeast,nMost,17,47,1,1,59
nLeast,nMost,40,24,1,1,60
nLeast,nMost,46,18,1,1,61
nLeast,nMost,27,37,1,1,62
nLeast,nMost,2,57,1,1,63
nLeast,nMost,12,52,1,1,64
nLeast,nMost,30,34,1,1,65
nLeast,nMost,18,46,1,1,66
nLeast,nMost,38,26,1,1,67
nLeast,nMost,12,52,1,1,68
nLeast,nMost,24,40,1,1,69
nLeast,nMost,36,28,1,1,70
nLeast,nMost,42,22,1,1,71
nLeast,nMost,16,48,1,1,72
nLeast,nMost,37,27,1,1,73
nLeast,nMost,33,31,1,1,74
nLeast,nMost,53,0,1,1,75
nLeast,nMost,35,29,1,1,76
nLeast,nMost,19,45,1,1,77
nLeast,nMost,29,34,1,1,78
nLeast,nMost,23,41,1,1,79
nLeast,nMost,45,19,1,1,80
nLeast,nMost,12,52,1,1,81
nLeast,nMost,25,39,1,1,82
nLeast,nMost,15,49,1,1,83
nLeast,nMost,55,9,1,1,84
nLeast,nMost,4,56,1,1,85
nLeast,nMost,30,34,1,1,86
nLeast,nMost,25,39,1,1,87
nLeast,nMost,46,18,1,1,88
nLeast,nMost,2,57,1,1,89
nLeast,nMost,37,27,1,1,90
nLeast,nMost,36,28,1,1,91
nLeast,nMost,31,33,1,1,92
nLeast,nMost,27,34,1,1,93
nLeast,nMost,22,42,1,1,94
nLeast,nMost,9,54,1,1,95
nLeast,nMost,34,30,1,1,96
nLeast,nMost,47,17,1,1,97
nLeast,nMost,4,56,1,1,98
nLeast,nMost,16,48,1,1,99
nLeast,nMost,35,29,1,2,0
nLeast,nMost,25,39,1,2,1
nLeast,nMost,20,44,1,2,2
nLeast,nMost,41,23,1,2,3
nLeast,nMost,56,1,1,2,4
nLeast,nMost,13,51,1,2,5
nLeast,nMost,19,45,1,2,6
nLeast,nMost,53,9,1,2,7
nLeast,nMost,55,4,1,2,8
nLeast,nMost,41,23,1,2,9
nLeast,nMost,11,53,1,2,10
nLeast,nMost,21,43,1,2,11
nLeast,nMost,9,55,1,2,12
nLeast,nMost,24,40,1,2,13
nLeast,nMost,2,50,1,2,14
nLeast,nMost,49,15,1,2,15
nLeast,nMost,53,9,1,2,16
nLeast,nMost,51,13,1,2,17
nLeast,nMost,20,44,1,2,18
nLeast,nMost,28,36,1,2,19
nLeast,nMost,29,35,1,2,20
nLeast,nMost,45,19,1,2,21
nLeast,nMost,29,35,1,2,22
nLeast,nMost,16,48,1,2,23
nLeast,nMost,21,43,1,2,24
nLeast,nMost,46,18,1,2,25
nLeast,nMost,14,50,1,2,26
nLeast,nMost,32,32,1,2,27
nLeast,nMost,26,38,1,2,28
nLeast,nMost,25,39,1,2,29
nLeast,nMost,15,49,1,2,30
nLeast,nMost,15,49,1,2,31
nLeast,nMost,18,46,1,2,32
nLeast,nMost,41,23,1,2,33
nLeast,nMost,29,35,1,2,34
nLeast,nMost,25,39,1,2,35
nLeast,nMost,41,23,1,2,36
nLeast,nMost,41,23,1,2,37
nLeast,nMost,47,17,1,2,38
nLeast,nMost,29,35,1,2,39
nLeast,nMost,45,19,1,2,40
nLeast,nMost,46,18,1,2,41
nLeast,nMost,18,43,1,2,42
nLeast,nMost,41,23,1,2,43
nLeast,nMost,16,48,1,2,44
nLeast,nMost,60,4,1,2,45
nLeast,nMost,27,37,1,2,46
nLeast,nMost,37,27,1,2,47
nLeast,nMost,30,34,1,2,48
nLeast,nMost,25,39,1,2,49
nLeast,nMost,48,16,1,2,50
nLeast,nMost,41,23,1,2,51
nLeast,nMost,18,46,1,2,52
nLeast,nMost,17,47,1,2,53
nLeast,nMost,46,18,1,2,54
nLeast,nMost,52,7,1,2,55
nLeast,nMost,25,39,1,2,56
nLeast,nMost,31,33,1,2,57
nLeast,nMost,49,0,1,2,58
nLeast,nMost,17,47,1,2,59
nLeast,nMost,40,24,1,2,60
nLeast,nMost,46,18,1,2,61
nLeast,nMost,27,37,1,2,62
nLeast,nMost,2,57,1,2,63
nLeast,nMost,12,52,1,2,64
nLeast,nMost,30,34,1,2,65
nLeast,nMost,18,46,1,2,66
nLeast,nMost,38,26,1,2,67
nLeast,nMost,12,52,1,2,68
nLeast,nMost,24,40,1,2,69
nLeast,nMost,36,28,1,2,70
nLeast,nMost,42,22,1,2,71
nLeast,nMost,16,48,1,2,72
nLeast,nMost,37,27,1,2,73
nLeast,nMost,33,31,1,2,74
nLeast,nMost,53,0,1,2,75
nLeast,nMost,35,29,1,2,76
nLeast,nMost,19,45,1,2,77
nLeast,nMost,29,34,1,2,78
nLeast,nMost,23,41,1,2,79
nLeast,nMost,45,19,1,2,80
nLeast,nMost,12,52,1,2,81
nLeast,nMost,25,39,1,2,82
nLeast,nMost,15,49,1,2,83
nLeast,nMost,55,9,1,2,84
nLeast,nMost,4,56,1,2,85
nLeast,nMost,30,34,1,2,86
nLeast,nMost,25,39,1,2,87
nLeast,nMost,46,18,1,2,88
nLeast,nMost,2,57,1,2,89
nLeast,nMost,37,27,1,2,90
nLeast,nMost,36,28,1,2,91
nLeast,nMost,31,33,1,2,92
nLeast,nMost,27,34,1,2,93
nLeast,nMost,22,42,1,2,94
nLeast,nMost,9,54,1,2,95
nLeast,nMost,34,30,1,2,96
nLeast,nMost,47,17,1,2,97
nLeast,nMost,4,56,1,2,98
nLeast,nMost,16,48,1,2,99
nLeast,oseroAI,51,13,1,1,0
nLeast,oseroAI,31,33,1,1,1
nLeast,oseroAI,41,23,1,1,2
nLeast,oseroAI,17,47,1,1,3
nLeast,oseroAI,35,29,1,1,4
nLeast,oseroAI,21,43,1,1,5
nLeast,oseroAI,54,10,1,1,6
nLeast,oseroAI,41,23,1,1,7
nLeast,oseroAI,45,19,1,1,8
nLeast,oseroAI,39,25,1,1,9
nLeast,oseroAI,32,32,1,1,10
nLeast,oseroAI,39,25,1,1,11
nLeast,oseroAI,35,29,1,1,12
nLeast,oseroAI,26,38,1,1,13
nLeast,oseroAI,43,21,1,1,14
nLeast,oseroAI,62,0,1,1,15
nLeast,oseroAI,46,18,1,1,16
nLeast,oseroAI,50,14,1,1,17
nLeast,oseroAI,45,19,1,1,18
nLeast,oseroAI,48,16,1,1,19
nLeast,oseroAI,25,39,1,1,20
nLeast,oseroAI,45,19,1,1,21
nLeast,oseroAI,35,29,1,1,22
nLeast,oseroAI,37,27,1,1,23
nLeast,oseroAI,39,25,1,1,24
nLeast,oseroAI,45,19,1,1,25
nLeast,oseroAI,31,33,1,1,26
nLeast,oseroAI,40,24,1,1,27
nLeast,oseroAI,33,31,1,1,28
nLeast,oseroAI,37,27,1,1,29
nLeast,oseroAI,14,50,1,1,30
nLeast,oseroAI,35,29,1,1,31
nLeast,oseroAI,55,9,1,1,32
nLeast,oseroAI,36,28,1,1,33
nLeast,oseroAI,37,27,1,1,34
nLeast,oseroAI,35,29,1,1,35
nLeast,oseroAI,29,35,1,1,36
nLeast,oseroAI,35,29,1,1,37
nLeast,oseroAI,53,11,1,1,38
nLeast,oseroAI,31,33,1,1,39
nLeast,oseroAI,19,45,1,1,40
nLeast,oseroAI,33,31,1,1,41
nLeast,oseroAI,44,20,1,1,42
nLeast,oseroAI,26,38,1,1,43
nLeast,oseroAI,29,35,1,1,44
nLeast,oseroAI,46,18,1,1,45
nLeast,oseroAI,33,31,1,1,46
nLeast,oseroAI,25,39,1,1,47
nLeast,oseroAI,35,29,1,1,48
nLeast,oseroAI,51,13,1,1,49
nLeast,oseroAI,43,21,1,1,50
nLeast,oseroAI,51,13,1,1,51
nLeast,oseroAI,31,33,1,1,52
nLeast,oseroAI,44,20,1,1,53
nLeast,oseroAI,58,6,1,1,54
nLeast,oseroAI,45,19,1,1,55
nLeast,oseroAI,55,9,1,1,56
nLeast,oseroAI,56,8,1,1,57
nLeast,oseroAI,47,16,1,1,58
nLeast,oseroAI,35,29,1,1,59
nLeast,oseroAI,38,26,1,1,60
nLeast,oseroAI,25,39,1,1,61
nLeast,oseroAI,33,31,1,1,62
nLeast,oseroAI,11,53,1,1,63
nLeast,oseroAI,44,20,1,1,64
nLeast,oseroAI,60,4,1,1,65
nLeast,oseroAI,48,16,1,1,66
nLeast,oseroAI,47,16,1,1,67
nLeast,oseroAI,44,20,1,1,68
nLeast,oseroAI,38,26,1,1,69
nLeast,oseroAI,46,18,1,1,70
nLeast,oseroAI,47,16,1,1,71
nLeast,oseroAI,47,17,1,1,72
nLeast,oseroAI,28,36,1,1,73
nLeast,oseroAI,44,20,1,1,74
nLeast,oseroAI,35,29,1,1,75
nLeast,oseroAI,45,19,1,1,76
nLeast,oseroAI,46,18,1,1,77
nLeast,oseroAI,53,11,1,1,78
nLeast,oseroAI,25,39,1,1,79
nLeast,oseroAI,44,20,1,1,80
nLeast,oseroAI,44,20,1,1,81
nLeast,oseroAI,32,32,1,1,82
nLeast,oseroAI,49,15,1,1,83
nLeast,oseroAI,35,29,1,1,84
nLeast,oseroAI,44,20,1,1,85
nLeast,oseroAI,25,39,1,1,86
nLeast,oseroAI,44,20,1,1,87
nLeast,oseroAI,45,19,1,1,88
nLeast,oseroAI,11,53,1,1,89
nLeast,oseroAI,36,28,1,1,90
nLeast,oseroAI,43,21,1,1,91
nLeast,oseroAI,33,31,1,1,92
nLeast,oseroAI,24,40,1,1,93
nLeast,oseroAI,25,39,1,1,94
nLeast,oseroAI,25,39,1,1,95
nLeast,oseroAI,38,26,1,1,96
nLeast,oseroAI,47,16,1,1,97
nLeast,oseroAI,44,20,1,1,98
nLeast,oseroAI,37,27,1,1,99
nLeast,oseroAI,55,9,1,2,0
nLeast,oseroAI,56,8,1,2,1
nLeast,oseroAI,48,16,1,2,2
nLeast,oseroAI,47,17,1,2,3
nLeast,oseroAI,37,27,1,2,4
nLeast,oseroAI,55,9,1,2,5
nLeast,oseroAI,48,16,1,2,6
nLeast,oseroAI,42,22,1,2,7
nLeast,oseroAI,38,26,1,2,8
nLeast,oseroAI,47,17,1,2,9
nLeast,oseroAI,48,16,1,2,10
nLeast,oseroAI,49,15,1,2,11
nLeast,oseroAI,54,10,1,2,12
nLeast,oseroAI,39,25,1,2,13
nLeast,oseroAI,48,16,1,2,14
nLeast,oseroAI,57,7,1,2,15
nLeast,oseroAI,39,25,1,2,16
nLeast,oseroAI,48,16,1,2,17
nLeast,oseroAI,41,23,1,2,18
nLeast,oseroAI,49,15,1,2,19
nLeast,oseroAI,39,25,1,2,20
nLeast,oseroAI,48,16,1,2,21
nLeast,oseroAI,48,16,1,2,22
nLeast,oseroAI,39,25,1,2,23
nLeast,oseroAI,41,23,1,2,24
nLeast,oseroAI,48,16,1,2,25
nLeast,oseroAI,48,16,1,2,26
nLeast,oseroAI,56,1,1,2,27
nLeast,oseroAI,49,15,1,2,28
nLeast,oseroAI,40,24,1,2,29
nLeast,oseroAI,48,16,1,2,30
nLeast,oseroAI,36,28,1,2,31
nLeast,oseroAI,39,25,1,2,32
nLeast,oseroAI,48,16,1,2,33
nLeast,oseroAI,36,28,1,2,34
nLeast,oseroAI,49,15,1,2,35
nLeast,oseroAI,36,28,1,2,36
nLeast,oseroAI,48,16,1,2,37
nLeast,oseroAI,46,18,1,2,38
nLeast,oseroAI,53,11,1,2,39
nLeast,oseroAI,52,12,1,2,40
nLeast,oseroAI,48,16,1,2,41
nLeast,oseroAI,48,16,1,2,42
nLeast,oseroAI,44,20,1,2,43
nLeast,oseroAI,52,12,1,2,44
nLeast,oseroAI,48,16,1,2,45
nLeast,oseroAI,48,16,1,2,46
nLeast,oseroAI,48,16,1,2,47
nLeast,oseroAI,57,7,1,2,48
nLeast,oseroAI,48,16,1,2,49
nLeast,oseroAI,48,16,1,2,50
nLeast,oseroAI,49,15,1,2,51
nLeast,oseroAI,50,14,1,2,52
nLeast,oseroAI,48,16,1,2,53
nLeast,oseroAI,54,10,1,2,54
nLeast,oseroAI,45,19,1,2,55
nLeast,oseroAI,45,19,1,2,56
nLeast,oseroAI,48,16,1,2,57
nLeast,oseroAI,34,30,1,2,58
nLeast,oseroAI,37,27,1,2,59
nLeast,oseroAI,52,0,1,2,60
nLeast,oseroAI,48,16,1,2,61
nLeast,oseroAI,55,1,1,2,62
nLeast,oseroAI,34,30,1,2,63
nLeast,oseroAI,47,17,1,2,64
nLeast,oseroAI,37,27,1,2,65
nLeast,oseroAI,48,16,1,2,66
nLeast,oseroAI,37,27,1,2,67
nLeast,oseroAI,50,14,1,2,68
nLeast,oseroAI,48,16,1,2,69
nLeast,oseroAI,54,10,1,2,70
nLeast,oseroAI,50,14,1,2,71
nLeast,oseroAI,57,7,1,2,72
nLeast,oseroAI,48,16,1,2,73
nLeast,oseroAI,49,15,1,2,74
nLeast,oseroAI,39,25,1,2,75
nLeast,oseroAI,44,19,1,2,76
nLeast,oseroAI,48,16,1,2,77
nLeast,oseroAI,41,23,1,2,78
nLeast,oseroAI,58,4,1,2,79
nLeast,oseroAI,53,0,1,2,80
nLeast,oseroAI,50,14,1,2,81
nLeast,oseroAI,48,16,1,2,82
nLeast,oseroAI,57,7,1,2,83
nLeast,oseroAI,39,25,1,2,84
nLeast,oseroAI,52,0,1,2,85
nLeast,oseroAI,48,16,1,2,86
nLeast,oseroAI,57,7,1,2,87
nLeast,oseroAI,51,13,1,2,88
nLeast,oseroAI,46,18,1,2,89
nLeast,oseroAI,48,16,1,2,90
nLeast,oseroAI,51,13,1,2,91
nLeast,oseroAI,39,25,1,2,92
nLeast,oseroAI,59,5,1,2,93
nLeast,oseroAI,48,16,1,2,94
nLeast,oseroAI,41,23,1,2,95
nLeast,oseroAI,46,18,1,2,96
nLeast,oseroAI,48,16,1,2,97
nLeast,oseroAI,48,16,1,2,98
nLeast,oseroAI,49,15,1,2,99
nLeast,random,36,28,2,1,0
nLeast,random,24,40,2,1,1
nLeast,random,41,23,2,1,2
nLeast,random,26,38,2,1,3
nLeast,random,35,29,2,1,4
nLeast,random,22,42,2,1,5
nLeast,random,3,61,2,1,6
nLeast,random,14,50,2,1,7
nLeast,random,35,29,2,1,8
nLeast,random,50,14,2,1,9
nLeast,random,45,19,2,1,10
nLeast,random,40,24,2,1,11
nLeast,random,10,54,2,1,12
nLeast,random,47,0,2,1,13
nLeast,random,7,57,2,1,14
nLeast,random,49,15,2,1,15
nLeast,random,14,50,2,1,16
nLeast,random,25,39,2,1,17
nLeast,random,52,12,2,1,18
nLeast,random,39,25,2,1,19
nLeast,random,52,12,2,1,20
nLeast,random,52,12,2,1,21
nLeast,random,35,28,2,1,22
nLeast,random,22,42,2,1,23
nLeast,random,46,18,2,1,24
nLeast,random,17,47,2,1,25
nLeast,random,44,20,2,1,26
nLeast,random,36,28,2,1,27
nLeast,random,39,25,2,1,28
nLeast,random,32,32,2,1,29
nLeast,random,53,11,2,1,30
nLeast,random,3,61,2,1,31
nLeast,random,48,16,2,1,32
nLeast,random,38,26,2,1,33
nLeast,random,22,42,2,1,34
nLeast,random,39,25,2,1,35
nLeast,random,54,10,2,1,36
nLeast,random,49,15,2,1,37
nLeast,random,25,39,2,1,38
nLeast,random,56,8,2,1,39
nLeast,random,58,5,2,1,40
nLeast,random,27,37,2,1,41
nLeast,random,44,20,2,1,42
nLeast,random,26,38,2,1,43
nLeast,random,12,52,2,1,44
nLeast,random,48,16,2,1,45
nLeast,random,48,16,2,1,46
nLeast,random,35,29,2,1,47
nLeast,random,32,32,2,1,48
nLeast,random,48,16,2,1,49
nLeast,random,36,28,2,1,50
nLeast,random,29,35,2,1,51
nLeast,random,45,19,2,1,52
nLeast,random,48,16,2,1,53
nLeast,random,39,25,2,1,54
nLeast,random,44,20,2,1,55
nLeast,random,27,37,2,1,56
nLeast,random,32,32,2,1,57
nLeast,random,55,8,2,1,58
nLeast,random,48,16,2,1,59
nLeast,random,47,17,2,1,60
nLeast,random,27,37,2,1,61
nLeast,random,35,29,2,1,62
nLeast,random,40,24,2,1,63
nLeast,random,36,28,2,1,64
nLeast,random,47,0,2,1,65
nLeast,random,42,22,2,1,66
nLeast,random,37,27,2,1,67
nLeast,random,13,51,2,1,68
nLeast,random,24,40,2,1,69
nLeast,random,52,0,2,1,70
nLeast,random,35,29,2,1,71
nLeast,random,32,32,2,1,72
nLeast,random,20,44,2,1,73
nLeast,random,54,9,2,1,74
nLeast,random,50,14,2,1,75
nLeast,random,22,42,2,1,76
nLeast,random,30,34,2,1,77
nLeast,random,36,28,2,1,78
nLeast,random,33,31,2,1,79
nLeast,random,24,40,2,1,80
nLeast,random,16,48,2,1,81
nLeast,random,56,8,2,1,82
nLeast,random,33,31,2,1,83
nLeast,random,58,4,2,1,84
nLeast,random,11,53,2,1,85
nLeast,random,15,49,2,1,86
nLeast,random,34,30,2,1,87
nLeast,random,22,42,2,1,88
nLeast,random,42,21,2,1,89
nLeast,random,1,46,2,1,90
nLeast,random,27,37,2,1,91
nLeast,random,59,0,2,1,92
